,BDFDB,BDPRP,BFFDB,BFPRP,CLPRB,CLPRK,CLPRP,COPRK,EMFDB,ENPRP,GETCB,HYTCB,NCPRB,NGMPB,NGMPK,NGMPP,NUETB,PAPRB,PAPRP,REPRB,SOTCB,TEPRB,TETCB,WDEXB,WDPRB,WDTCB,WSTCB,WWPRB,WYTCB,CO2,State_Alabama,State_Alaska,State_Arizona,State_Arkansas,State_California,State_Colorado,State_Connecticut,State_Delaware,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Indiana,State_Iowa,State_Kansas,State_Kentucky,State_Louisiana,State_Maine,State_Maryland,State_Massachusetts,State_Michigan,State_Minnesota,State_Mississippi,State_Missouri,State_Montana,State_Nebraska,State_Nevada,State_New Hampshire,State_New Jersey,State_New Mexico,State_New York,State_North Carolina,State_North Dakota,State_Ohio,State_Oklahoma,State_Oregon,State_Pennsylvania,State_Rhode Island,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Utah,State_Vermont,State_Virginia,State_Washington,State_West Virginia,State_Wisconsin,State_Wyoming,Assistance
38,0.0,0.0,18725.0,3287.0,270466.0,21.018,12868.0,5.698,18725.0,3287.0,759.0,16127.0,130306.0,2394039.0,1.205,1986916.0,0.0,1096198.0,192383.0,167095.0,16780.0,3927798.0,1566652.0,0.0,16968.0,16968.0,1095.0,18063.0,96640.0,91.72734664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10796826.0
39,0.0,0.0,19861.0,3479.0,403605.0,21.379,18879.0,5.717,19861.0,3479.0,759.0,15098.0,91789.0,1965188.0,1.164,1688733.0,0.0,698737.0,122221.0,126586.0,6270.0,3194117.0,1501006.0,0.0,13804.0,13804.0,1133.0,14936.0,69662.0,91.30387161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1658730.0
40,3.0,1.0,3.0,1.0,572787.0,17.714,32336.0,5.722,0.0,0.0,337.0,93082.0,113287.0,52130.0,1.088,47921.0,0.0,132625.0,23178.0,128095.0,110.0,885637.0,406422.0,0.0,14414.0,14414.0,392.0,14805.0,19758.0,31.13795175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2257495.0
41,2.0,0.0,2.0,0.0,624772.0,17.733,35232.0,5.723,0.0,0.0,337.0,100850.0,121314.0,50821.0,1.097,46311.0,0.0,118586.0,20721.0,136249.0,275.0,930429.0,422863.0,0.0,14543.0,14543.0,389.0,14933.0,19852.0,31.25081171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091494.0
42,1.0,0.0,1.0,0.0,684031.0,17.716,38610.0,5.706,0.0,0.0,337.0,103828.0,124266.0,47712.0,1.096,43530.0,0.0,123027.0,21561.0,143018.0,497.0,997789.0,436316.0,0.0,18334.0,18334.0,417.0,18751.0,19604.0,31.25796736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449554.0
43,1.0,0.0,1.0,0.0,608890.0,17.666,34468.0,5.698,0.0,0.0,337.0,89090.0,111051.0,47967.0,1.102,43534.0,0.0,130946.0,22981.0,129217.0,489.0,917020.0,445912.0,0.0,17772.0,17772.0,393.0,18165.0,21135.0,32.28539515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618074.0
44,0.0,0.0,0.0,0.0,746222.0,17.825,41864.0,5.717,0.0,0.0,337.0,92144.0,110876.0,55943.0,1.089,51356.0,0.0,163249.0,28555.0,125018.0,85.0,1090432.0,403641.0,0.0,13759.0,13759.0,383.0,14143.0,18309.0,32.53164542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896759.0
45,0.0,0.0,0.0,0.0,2041073.0,25.57,79823.0,5.722,0.0,0.0,32.0,15124.0,28482.0,1667404.0,1.204,1384458.0,0.0,43693.0,7636.0,39653.0,104.0,3791823.0,762366.0,0.0,11081.0,11081.0,90.0,11171.0,13222.0,94.48890006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,614068.0
46,0.0,0.0,0.0,0.0,2390309.0,25.752,92821.0,5.723,0.0,0.0,32.0,15280.0,30937.0,1836375.0,1.213,1514278.0,0.0,49372.0,8627.0,41643.0,126.0,4317700.0,753016.0,0.0,10632.0,10632.0,75.0,10706.0,15499.0,90.84162772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,673413.0
47,0.0,0.0,0.0,0.0,2468639.0,25.847,95510.0,5.706,0.0,0.0,32.0,16821.0,33107.0,2159553.0,1.219,1771698.0,0.0,72689.0,12739.0,45418.0,140.0,4746299.0,831311.0,0.0,12087.0,12087.0,225.0,12311.0,16114.0,89.14479553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,946699.0
48,0.0,0.0,0.0,0.0,2422224.0,25.927,93425.0,5.698,0.0,0.0,32.0,15192.0,29912.0,2598072.0,1.205,2155214.0,0.0,98325.0,17256.0,41973.0,163.0,5160593.0,829454.0,0.0,11833.0,11833.0,227.0,12060.0,14525.0,85.44599619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,790383.0
49,0.0,0.0,0.0,0.0,2447181.0,25.589,95633.0,5.717,0.0,0.0,32.0,12907.0,25858.0,1562536.0,1.188,1315248.0,0.0,66157.0,11572.0,37954.0,93.0,4113828.0,768657.0,0.0,11941.0,11941.0,155.0,12096.0,12825.0,91.96307825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,491426.0
50,0.0,0.0,9206.0,1615.0,0.0,0.0,0.0,5.722,9206.0,1615.0,2167.0,83395.0,109756.0,5208.0,1.123,4637.0,0.0,1230.0,215.0,151509.0,390.0,157946.0,540164.0,0.0,31050.0,31050.0,1497.0,32547.0,23804.0,18.3418212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317624.0
