,BDFDB,BDPRP,BFFDB,BFPRP,CLPRB,CLPRK,CLPRP,COPRK,EMFDB,ENPRP,GETCB,HYTCB,NCPRB,NGMPB,NGMPK,NGMPP,NUETB,PAPRB,PAPRP,REPRB,SOTCB,TEPRB,TETCB,WDEXB,WDPRB,WDTCB,WSTCB,WWPRB,WYTCB,CO2,CurrentAssistance,State_Alabama,State_Alaska,State_Arizona,State_Arkansas,State_California,State_Colorado,State_Connecticut,State_Delaware,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Indiana,State_Iowa,State_Kansas,State_Kentucky,State_Louisiana,State_Maine,State_Maryland,State_Massachusetts,State_Michigan,State_Minnesota,State_Mississippi,State_Missouri,State_Montana,State_Nebraska,State_Nevada,State_New Hampshire,State_New Jersey,State_New Mexico,State_New York,State_North Carolina,State_North Dakota,State_Ohio,State_Oklahoma,State_Oregon,State_Pennsylvania,State_Rhode Island,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Utah,State_Vermont,State_Virginia,State_Washington,State_West Virginia,State_Wisconsin,State_Wyoming,TargetAssistance
10,10389.0,1912.0,79984.0,14117.0,394022.0,13.687,28788.0,5.723,69595.0,12205.0,978.0,23789.0,129426.0,857330.0,1.443,593998.0,0.0,2235455.0,390609.0,212086.0,7.0,3698893.0,633995.0,0.0,839.0,839.0,1837.0,2676.0,104653.0,56.92163503,477713.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520857.0
11,8545.0,1573.0,57786.0,10199.0,392183.0,13.617,28802.0,5.717,49241.0,8626.0,978.0,19516.0,81127.0,678977.0,1.44,471360.0,0.0,2456200.0,429631.0,141748.0,7.0,3669109.0,608353.0,0.0,865.0,865.0,1971.0,2835.0,60627.0,57.9230603,420940.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502584.0
12,18598.0,3423.0,252801.0,44501.0,977131.0,22.424,43575.0,5.722,234203.0,41078.0,2042.0,1226.0,103746.0,2317.0,1.061,2183.0,1031331.0,49432.0,8639.0,375139.0,2033.0,2435349.0,3925630.0,0.0,7597.0,7597.0,10995.0,18592.0,98445.0,207.4305588,1325335.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262924.0
13,17714.0,3260.0,243223.0,42808.0,1079624.0,22.351,48303.0,5.723,225509.0,39548.0,2042.0,1153.0,118502.0,2260.0,1.06,2131.0,1016522.0,47581.0,8314.0,378606.0,2285.0,2524593.0,3890442.0,0.0,7430.0,7430.0,9450.0,16880.0,113023.0,205.9749865,1262924.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5112413.0
14,19087.0,3513.0,230655.0,40575.0,1252879.0,22.282,56227.0,5.717,211568.0,37062.0,2042.0,1160.0,105293.0,2210.0,1.062,2080.0,1017377.0,54426.0,9520.0,355359.0,1938.0,2682250.0,3920125.0,0.0,8185.0,8185.0,11225.0,19411.0,100154.0,219.157681,2533998.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325335.0
15,21036.0,3872.0,58928.0,10518.0,5125.0,21.912,234.0,5.722,37892.0,6646.0,352.0,11711.0,24297.0,1.0,1.024,1.0,98630.0,704.0,123.0,105876.0,1876.0,210336.0,1781656.0,0.0,20211.0,20211.0,2441.0,22652.0,10357.0,119.0157079,10631411.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4957942.0
16,22091.0,4066.0,61025.0,10894.0,5321.0,21.776,244.0,5.723,38934.0,6828.0,352.0,10886.0,32395.0,1.0,1.01,1.0,86853.0,664.0,116.0,116838.0,2433.0,209676.0,1742207.0,0.0,19183.0,19183.0,4235.0,23417.0,18724.0,124.5052275,4957942.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3637928.0
17,17585.0,3237.0,54724.0,9743.0,3178.0,22.992,138.0,5.717,37139.0,6506.0,352.0,14864.0,26386.0,1.0,1.012,1.0,109182.0,852.0,149.0,105635.0,1542.0,218848.0,1831407.0,0.0,22108.0,22108.0,2417.0,24526.0,9627.0,124.7473311,7036095.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10631411.0
18,4761.0,876.0,18865.0,3350.0,1168609.0,25.468,45885.0,5.722,14104.0,2474.0,2162.0,21922.0,60247.0,5525743.0,1.061,5210208.0,867302.0,35888.0,6272.0,196773.0,4071.0,7794315.0,3762485.0,0.0,76880.0,76880.0,40781.0,117661.0,32093.0,217.9773815,2394977.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2661655.0
19,5515.0,1015.0,18741.0,3335.0,1260516.0,25.656,49131.0,5.723,13227.0,2320.0,2162.0,28775.0,68701.0,5769945.0,1.058,5453638.0,870187.0,37554.0,6562.0,204952.0,4684.0,8143154.0,3766880.0,0.0,76403.0,76403.0,41107.0,117510.0,33080.0,215.2868489,2661655.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10494432.0
20,3216.0,592.0,16251.0,2875.0,1278078.0,25.124,50872.0,5.717,13035.0,2283.0,2162.0,24264.0,61427.0,5119772.0,1.064,4812983.0,842044.0,40522.0,7088.0,200534.0,3758.0,7480950.0,3897610.0,0.0,81888.0,81888.0,40968.0,122856.0,31244.0,232.9252268,4218295.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2394977.0
21,57.0,10.0,6204.0,1089.0,116678.0,21.516,5423.0,5.722,6147.0,1078.0,345.0,66173.0,124372.0,49.0,1.037,47.0,338636.0,46.0,8.0,138522.0,52854.0,593930.0,1524720.0,0.0,7481.0,7481.0,465.0,7946.0,5000.0,90.85562563,2053339.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1714281.0
22,0.0,0.0,6584.0,1155.0,134024.0,21.543,6221.0,5.723,6584.0,1155.0,345.0,62942.0,134856.0,58.0,1.041,56.0,338246.0,74.0,13.0,149493.0,66318.0,621896.0,1531479.0,0.0,7541.0,7541.0,512.0,8053.0,5251.0,90.47614096,1714281.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539053.0
23,12.0,2.0,6602.0,1157.0,146450.0,21.522,6805.0,5.717,6590.0,1154.0,345.0,60906.0,113693.0,99.0,1.04,95.0,340153.0,212.0,37.0,128954.0,48229.0,615867.0,1495858.0,0.0,8001.0,8001.0,658.0,8659.0,4213.0,94.97878443,1724853.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2053339.0
24,8006.0,1474.0,14736.0,2654.0,32349.0,11.272,2870.0,5.722,6731.0,1181.0,958.0,0.0,1031.0,50418.0,1.039,48504.0,61680.0,116649.0,20386.0,78133.0,73.0,339228.0,1071689.0,9243.0,60285.0,51042.0,2081.0,62366.0,0.0,62.31469737,96309030.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2686540.0
25,6733.0,1239.0,13572.0,2439.0,32019.0,12.298,2604.0,5.723,6839.0,1199.0,958.0,0.0,1861.0,39719.0,1.033,38438.0,77027.0,101772.0,17783.0,71032.0,903.0,321569.0,1068298.0,7511.0,53355.0,45845.0,2243.0,55599.0,0.0,60.46289527,2686540.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3767073.0
26,1898.0,349.0,5911.0,1052.0,34528.0,10.984,3143.0,5.717,4012.0,703.0,958.0,0.0,988.0,60476.0,1.039,58181.0,122511.0,142485.0,24923.0,60419.0,29.0,420420.0,1085042.0,0.0,51479.0,51479.0,2042.0,53521.0,0.0,61.29692129,3710526.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96309030.0
27,22916.0,4218.0,71381.0,12718.0,515707.0,13.223,39001.0,5.722,48465.0,8500.0,2478.0,12389.0,556938.0,8659990.0,1.199,7225471.0,440109.0,6683754.0,1168080.0,709194.0,10946.0,17008753.0,12986076.0,0.0,53208.0,53208.0,27667.0,80874.0,531124.0,656.7493464,83607077.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,98254981.0
28,25313.0,4659.0,74708.0,13322.0,474274.0,13.036,36382.0,5.723,49395.0,8663.0,2478.0,9784.0,655250.0,8735219.0,1.209,7223841.0,403523.0,7297941.0,1275195.0,810455.0,25155.0,17721412.0,13173303.0,0.0,55169.0,55169.0,25328.0,80497.0,617833.0,664.9673475,98254981.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46570295.0
29,18977.0,3493.0,66021.0,11734.0,471257.0,13.12,35918.0,5.717,47044.0,8241.0,2478.0,8913.0,435590.0,9392314.0,1.19,7890459.0,411571.0,7213013.0,1261678.0,583008.0,6397.0,18071163.0,12757827.0,0.0,54367.0,54367.0,27029.0,81397.0,417802.0,655.1432269,2671308.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,83607077.0
30,250.0,46.0,25503.0,4475.0,16596.0,25.771,644.0,5.722,25253.0,4429.0,213.0,62538.0,64645.0,4180.0,1.16,3603.0,309357.0,1471.0,257.0,154183.0,1546.0,485787.0,2207227.0,0.0,58624.0,58624.0,5411.0,64036.0,348.0,101.3548028,1102457.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,889496.0
31,244.0,45.0,25649.0,4500.0,11168.0,25.905,431.0,5.723,25404.0,4455.0,213.0,80071.0,82362.0,3515.0,1.179,2982.0,332779.0,1551.0,271.0,166421.0,1679.0,515435.0,2145679.0,0.0,52821.0,52821.0,5589.0,58411.0,399.0,97.40767095,889496.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4038180.0
32,184.0,34.0,23845.0,4179.0,23192.0,25.841,897.0,5.717,23661.0,4145.0,213.0,89288.0,91221.0,4959.0,1.16,4276.0,261037.0,1692.0,296.0,182019.0,1294.0,472899.0,2179722.0,0.0,61479.0,61479.0,5474.0,66953.0,427.0,98.70392565,3275928.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1102457.0
33,8373.0,1541.0,8373.0,1541.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.0,723289.0,799624.0,0.0,0.0,0.0,100674.0,0.0,0.0,930780.0,957.0,1031454.0,2056396.0,0.0,114342.0,114342.0,8441.0,122783.0,74242.0,79.4036955,2515938.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6910234.0
34,9204.0,1694.0,9204.0,1694.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.0,757151.0,823289.0,0.0,0.0,0.0,85013.0,0.0,0.0,950220.0,1201.0,1035233.0,2075340.0,0.0,109704.0,109704.0,8023.0,117726.0,63801.0,79.11865344,6910234.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3061489.0
35,7251.0,1335.0,7251.0,1335.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.0,684060.0,751781.0,0.0,0.0,0.0,85347.0,0.0,0.0,872328.0,649.0,957675.0,1995985.0,0.0,104876.0,104876.0,8421.0,113296.0,65936.0,75.13711456,1978193.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2515938.0
36,451.0,83.0,451.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,2409.0,839.0,18961.0,0.0,0.0,0.0,0.0,0.0,0.0,27593.0,9813.0,27593.0,300390.0,0.0,35.0,35.0,8146.0,8181.0,5900.0,19.81846857,429104.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467132.0
37,479.0,88.0,479.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,2980.0,609.0,21070.0,0.0,0.0,0.0,0.0,0.0,0.0,26964.0,12579.0,26964.0,308376.0,0.0,106.0,106.0,5310.0,5415.0,4902.0,20.43258289,1467132.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5818783.0
38,383.0,70.0,383.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,2154.0,1129.0,17353.0,0.0,0.0,0.0,0.0,0.0,0.0,24957.0,8360.0,24957.0,298992.0,0.0,38.0,38.0,7182.0,7220.0,5710.0,19.7810368,1033143.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429104.0
39,1770.0,326.0,17166.0,3026.0,0.0,0.0,0.0,0.0,15397.0,2700.0,315.0,31137.0,41707.0,0.0,0.0,0.0,360633.0,0.0,0.0,282334.0,10256.0,642967.0,2951822.0,15655.0,212606.0,196951.0,10855.0,223461.0,0.0,144.537737,20155611.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2884817.0
40,1739.0,320.0,16168.0,2850.0,0.0,0.0,0.0,0.0,14429.0,2530.0,315.0,22201.0,43232.0,0.0,0.0,0.0,352560.0,0.0,0.0,275016.0,20716.0,627576.0,2925877.0,17323.0,207534.0,190211.0,8082.0,215617.0,0.0,141.8352401,2884817.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7882488.0
41,1242.0,229.0,14563.0,2562.0,0.0,0.0,0.0,0.0,13321.0,2334.0,315.0,27804.0,30579.0,0.0,0.0,0.0,353883.0,0.0,0.0,269514.0,2461.0,623396.0,2978591.0,0.0,195948.0,195948.0,28423.0,224371.0,0.0,145.6756383,6155856.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20155611.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,9948.0,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,35637.0,1335.0,35637.0,135276.0,0.0,21418.0,21418.0,220.0,21638.0,2688.0,5.913477445,873689.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4591717.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,11796.0,16668.0,0.0,0.0,0.0,0.0,0.0,0.0,37792.0,2029.0,37792.0,134076.0,0.0,20957.0,20957.0,167.0,21124.0,2814.0,5.831030624,4591717.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,493740.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,10619.0,14724.0,0.0,0.0,0.0,0.0,0.0,0.0,38784.0,1044.0,38784.0,140546.0,0.0,23753.0,23753.0,307.0,24060.0,3032.0,6.126831312,47317173.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,873689.0
45,558.0,103.0,558.0,103.0,0.0,0.0,0.0,5.722,0.0,0.0,10056.0,1611.0,42513.0,1062.0,1.484,716.0,306658.0,11066.0,1934.0,223405.0,30846.0,542192.0,4362567.0,9939.0,108866.0,98926.0,71468.0,180333.0,0.0,238.8326956,4068360.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239122.0
46,855.0,157.0,855.0,157.0,0.0,0.0,0.0,5.723,0.0,0.0,10056.0,2011.0,50264.0,1048.0,1.48,708.0,304840.0,11005.0,1923.0,236674.0,38197.0,553568.0,4345055.0,9840.0,109274.0,99435.0,76280.0,185555.0,0.0,238.4284129,1239122.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49550089.0
47,645.0,119.0,645.0,119.0,0.0,0.0,0.0,5.717,0.0,0.0,10056.0,2277.0,42466.0,1162.0,1.521,764.0,294099.0,12623.0,2208.0,223761.0,30133.0,531646.0,4324701.0,0.0,111608.0,111608.0,69043.0,180650.0,0.0,237.3833592,3527420.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4068360.0
48,0.0,0.0,0.0,0.0,2041073.0,25.57,79823.0,5.722,0.0,0.0,32.0,15124.0,28482.0,1667404.0,1.204,1384458.0,0.0,43693.0,7636.0,39653.0,104.0,3791823.0,762366.0,0.0,11081.0,11081.0,90.0,11171.0,13222.0,94.48890006,614068.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,673413.0
49,0.0,0.0,0.0,0.0,2390309.0,25.752,92821.0,5.723,0.0,0.0,32.0,15280.0,30937.0,1836375.0,1.213,1514278.0,0.0,49372.0,8627.0,41643.0,126.0,4317700.0,753016.0,0.0,10632.0,10632.0,75.0,10706.0,15499.0,90.84162772,673413.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,946699.0
